id,lith,goal
6465,SAND,1
6466,SAND,1
6467,SAND,1
6468,SAND,1
6469,SAND,1
6470,SAND,1
6471,SAND,1
6472,SAND,1
6473,SAND,1
6474,SAND,1
6475,SAND,1
6476,SAND,1
6477,SAND,1
6478,SAND,1
6479,SAND,1
6480,SAND,1
6481,SAND,1
6482,SAND,1
6483,SAND,1
6484,SAND,1
6485,SAND,1
6486,SAND,1
6487,SAND,1
6488,SAND,1
6489,SAND,1
6490,SAND,1
6491,SAND,1
6492,SAND,1
6493,SAND,1
6494,SAND,1
6495,SAND,1
6496,SAND,1
6497,SAND,1
6498,SAND,1
6499,SAND,1
6500,SAND,1
6501,SAND,1
6502,SAND,1
6503,ARGILLIT,0
6504,ALEVROLIT,0
6505,ALEVROLIT,0
6506,ALEVROLIT,0
6507,ARGILLIT,0
6508,ARGILLIT,0
6509,ARGILLIT,0
6510,ARGILLIT,0
6511,ARGILLIT,0
6512,ARGILLIT,0
6513,ARGILLIT,0
6514,ARGILLIT,0
6515,ARGILLIT,0
6516,ARGILLIT,0
6517,ARGILLIT,0
6518,ARGILLIT,0
6519,ARGILLIT,0
6520,ARGILLIT,0
6521,ARGILLIT,0
6522,ARGILLIT,0
6523,SAND,1
6524,ALEVROLIT,0
6525,ALEVROLIT,0
6526,ALEVROLIT,0
6527,ARGILLIT,0
6528,ARGILLIT,0
6529,ARGILLIT,0
6530,ARGILLIT,0
6531,ARGILLIT,0
6532,ARGILLIT,0
6533,ARGILLIT,0
6534,ARGILLIT,0
6535,ARGILLIT,0
6536,ARGILLIT,0
6537,ARGILLIT,0
6538,ARGILLIT,0
6539,ARGILLIT,0
6540,ARGILLIT,0
6541,ARGILLIT,0
6542,ARGILLIT,0
6543,ARGILLIT,0
6544,ARGILLIT,0
6545,ARGILLIT,0
6546,ARGILLIT,0
6547,ARGILLIT,0
6548,ARGILLIT,0
6549,ARGILLIT,0
6550,SAND,1
6551,ALEVROLIT,0
6552,ARGILLIT,0
6553,ARGILLIT,0
6554,ARGILLIT,0
6555,ARGILLIT,0
6556,ARGILLIT,0
6557,ARGILLIT,0
6558,ARGILLIT,0
6559,ARGILLIT,0
6560,ARGILLIT,0
6561,ARGILLIT,0
6562,ARGILLIT,0
6563,ARGILLIT,0
6564,ARGILLIT,0
6565,ARGILLIT,0
6566,ARGILLIT,0
6567,ARGILLIT,0
6568,ARGILLIT,0
6569,ARGILLIT,0
6570,ARGILLIT,0
6571,ARGILLIT,0
6572,ARGILLIT,0
6573,ARGILLIT,0
6574,ARGILLIT,0
6575,ARGILLIT,0
6576,ARGILLIT,0
6577,ARGILLIT,0
6578,ARGILLIT,0
6579,ARGILLIT,0
6580,ARGILLIT,0
6581,ARGILLIT,0
6582,ARGILLIT,0
6583,ARGILLIT,0
6584,ARGILLIT,0
6585,ARGILLIT,0
6586,ALEVROLIT,0
6587,ARGILLIT,0
6588,ARGILLIT,0
6589,ARGILLIT,0
6590,ARGILLIT,0
6591,ARGILLIT,0
6592,ARGILLIT,0
6593,ARGILLIT,0
6594,ARGILLIT,0
6595,ARGILLIT,0
6596,ARGILLIT,0
6597,ARGILLIT,0
6598,ARGILLIT,0
6599,ARGILLIT,0
6600,ARGILLIT,0
6601,ARGILLIT,0
6602,ARGILLIT,0
6603,ARGILLIT,0
6604,ARGILLIT,0
6605,ARGILLIT,0
6606,ARGILLIT,0
6607,ALEVROLIT,0
6608,ARGILLIT,0
6609,ARGILLIT,0
6610,SAND,1
6611,SAND,1
6612,SAND,1
6613,SAND,1
6614,SAND,1
6615,SAND,1
6616,SAND,1
6617,ARGILLIT,0
6618,ALEVROLIT,0
6619,ARGILLIT,0
6620,ARGILLIT,0
6621,ARGILLIT,0
6622,ARGILLIT,0
6623,ARGILLIT,0
6624,ARGILLIT,0
6625,ARGILLIT,0
6626,ARGILLIT,0
6627,ARGILLIT,0
6628,ARGILLIT,0
6629,ARGILLIT,0
6630,ARGILLIT,0
6631,ARGILLIT,0
6632,ARGILLIT,0
6633,ARGILLIT,0
6634,SAND,1
6635,ARGILLIT,0
6636,ARGILLIT,0
6637,ARGILLIT,0
6638,ARGILLIT,0
6639,ARGILLIT,0
6640,ARGILLIT,0
6641,ARGILLIT,0
6642,ARGILLIT,0
6643,ARGILLIT,0
6644,ARGILLIT,0
6645,ARGILLIT,0
6646,ARGILLIT,0
6647,ARGILLIT,0
6648,ARGILLIT,0
6649,ARGILLIT,0
6650,ARGILLIT,0
6651,ARGILLIT,0
6652,ARGILLIT,0
6653,ARGILLIT,0
6654,ARGILLIT,0
6655,ARGILLIT,0
6656,ARGILLIT,0
6657,ARGILLIT,0
6658,ARGILLIT,0
6659,ARGILLIT,0
6660,ARGILLIT,0
6661,ARGILLIT,0
6662,ARGILLIT,0
6663,ARGILLIT,0
6664,ARGILLIT,0
6665,ARGILLIT,0
6666,ARGILLIT,0
6667,ARGILLIT,0
6668,ARGILLIT,0
6669,ARGILLIT,0
6670,ARGILLIT,0
6671,ARGILLIT,0
6672,ARGILLIT,0
6673,ARGILLIT,0
6674,ARGILLIT,0
6675,ARGILLIT,0
6676,ARGILLIT,0
6677,ALEVROLIT,0
6678,DENSE,0
6679,DENSE,0
6680,ALEVROLIT,0
6681,ARGILLIT,0
6682,ARGILLIT,0
6683,ARGILLIT,0
6684,ARGILLIT,0
6685,ARGILLIT,0
6686,ARGILLIT,0
6687,ARGILLIT,0
6688,ARGILLIT,0
6689,ARGILLIT,0
6690,ARGILLIT,0
6691,ARGILLIT,0
6692,ARGILLIT,0
6693,ARGILLIT,0
6694,ARGILLIT,0
6695,ARGILLIT,0
6696,ARGILLIT,0
6697,ARGILLIT,0
6698,ARGILLIT,0
6699,ARGILLIT,0
6700,ARGILLIT,0
6701,ARGILLIT,0
6702,ARGILLIT,0
6703,ARGILLIT,0
6704,ARGILLIT,0
6705,ARGILLIT,0
6706,ARGILLIT,0
6707,ARGILLIT,0
6708,ARGILLIT,0
6709,ARGILLIT,0
6710,ARGILLIT,0
6711,ARGILLIT,0
6712,ARGILLIT,0
6713,ARGILLIT,0
6714,ARGILLIT,0
6715,ARGILLIT,0
6716,ARGILLIT,0
6717,ARGILLIT,0
6718,ARGILLIT,0
6719,ARGILLIT,0
6720,ARGILLIT,0
6721,ARGILLIT,0
6722,ARGILLIT,0
6723,ARGILLIT,0
6724,ARGILLIT,0
6725,ARGILLIT,0
6726,ARGILLIT,0
6727,ARGILLIT,0
6728,ARGILLIT,0
6729,ALEVROLIT,0
6730,ALEVROLIT,0
6731,ALEVROLIT,0
6732,ALEVROLIT,0
6733,ALEVROLIT,0
6734,ARGILLIT,0
6735,ARGILLIT,0
6736,ARGILLIT,0
6737,ARGILLIT,0
6738,ARGILLIT,0
6739,ARGILLIT,0
6740,ARGILLIT,0
6741,ARGILLIT,0
6742,ARGILLIT,0
6743,ARGILLIT,0
6744,ARGILLIT,0
6745,ARGILLIT,0
6746,ARGILLIT,0
6747,ARGILLIT,0
6748,ARGILLIT,0
6749,ARGILLIT,0
6750,ARGILLIT,0
6751,ARGILLIT,0
6752,ARGILLIT,0
6753,ARGILLIT,0
6754,ARGILLIT,0
6755,ARGILLIT,0
6756,ARGILLIT,0
6757,ARGILLIT,0
6758,ARGILLIT,0
6759,ARGILLIT,0
6760,ARGILLIT,0
6761,ARGILLIT,0
6762,ARGILLIT,0
6763,ARGILLIT,0
6764,ARGILLIT,0
6765,ARGILLIT,0
6766,ARGILLIT,0
6767,ARGILLIT,0
6768,ARGILLIT,0
6769,ARGILLIT,0
6770,ARGILLIT,0
6771,ARGILLIT,0
6772,ARGILLIT,0
6773,ARGILLIT,0
6774,ARGILLIT,0
6775,ARGILLIT,0
6776,ARGILLIT,0
6777,ARGILLIT,0
6778,ARGILLIT,0
6779,ARGILLIT,0
6780,ARGILLIT,0
6781,ARGILLIT,0
6782,ARGILLIT,0
6783,ARGILLIT,0
6784,ARGILLIT,0
6785,ARGILLIT,0
6786,ARGILLIT,0
6787,ARGILLIT,0
6788,ARGILLIT,0
6789,ARGILLIT,0
6790,ARGILLIT,0
6791,ARGILLIT,0
6792,ARGILLIT,0
6793,ARGILLIT,0
6794,ARGILLIT,0
6795,ARGILLIT,0
6796,ARGILLIT,0
6797,ARGILLIT,0
6798,ARGILLIT,0
6799,ARGILLIT,0
6800,ARGILLIT,0
6801,ARGILLIT,0
6802,ARGILLIT,0
6803,ARGILLIT,0
6804,ARGILLIT,0
6805,ARGILLIT,0
6806,ARGILLIT,0
6807,ARGILLIT,0
6808,ARGILLIT,0
6809,ARGILLIT,0
6810,ARGILLIT,0
6811,ARGILLIT,0
6812,ARGILLIT,0
6813,ARGILLIT,0
6814,ARGILLIT,0
6815,ARGILLIT,0
6816,ARGILLIT,0
6817,ARGILLIT,0
6818,ARGILLIT,0
6819,ARGILLIT,0
6820,ARGILLIT,0
6821,ARGILLIT,0
6822,ARGILLIT,0
6823,ARGILLIT,0
6824,ARGILLIT,0
6825,ARGILLIT,0
6826,ARGILLIT,0
6827,ARGILLIT,0
6828,ARGILLIT,0
6829,ARGILLIT,0
6830,ARGILLIT,0
6831,ARGILLIT,0
6832,ARGILLIT,0
6833,ARGILLIT,0
6834,ARGILLIT,0
6835,ARGILLIT,0
6836,ARGILLIT,0
6837,ARGILLIT,0
6838,ARGILLIT,0
6839,ARGILLIT,0
6840,ARGILLIT,0
6841,ARGILLIT,0
6842,ARGILLIT,0
6843,ARGILLIT,0
6844,ARGILLIT,0
6845,ARGILLIT,0
6846,ARGILLIT,0
6847,ARGILLIT,0
6848,ARGILLIT,0
6849,ALEVROLIT,0
6850,ARGILLIT,0
6851,ARGILLIT,0
6852,ARGILLIT,0
6853,ARGILLIT,0
6854,ARGILLIT,0
6855,ARGILLIT,0
6856,ARGILLIT,0
6857,ARGILLIT,0
6858,ARGILLIT,0
6859,ARGILLIT,0
6860,ARGILLIT,0
6861,ARGILLIT,0
6862,SAND,1
6863,SAND,1
6864,SAND,1
6865,SAND,1
6866,SAND,1
6867,SAND,1
6868,SAND,1
6869,SAND,1
6870,SAND,1
6871,SAND,1
6872,SAND,1
6873,SAND,1
6874,SAND,1
6875,SAND,1
6876,SAND,1
6877,SAND,1
6878,SAND,1
6879,SAND,1
6880,SAND,1
6881,SAND,1
6882,SAND,1
6883,SAND,1
6884,SAND,1
6885,ARGILLIT,0
6886,ARGILLIT,0
6887,ARGILLIT,0
6888,ARGILLIT,0
6889,ARGILLIT,0
6890,ARGILLIT,0
6891,ARGILLIT,0
6892,ARGILLIT,0
6893,ARGILLIT,0
6894,ARGILLIT,0
6895,ARGILLIT,0
6896,ARGILLIT,0
6897,ARGILLIT,0
6898,ARGILLIT,0
6899,ARGILLIT,0
6900,ARGILLIT,0
6901,ARGILLIT,0
6902,ARGILLIT,0
6903,ARGILLIT,0
6904,ARGILLIT,0
6905,ARGILLIT,0
6906,ARGILLIT,0
6907,ARGILLIT,0
6908,ARGILLIT,0
6909,ARGILLIT,0
6910,ARGILLIT,0
6911,ARGILLIT,0
6912,ARGILLIT,0
6913,ARGILLIT,0
6914,ARGILLIT,0
6915,ARGILLIT,0
6916,ARGILLIT,0
6917,ARGILLIT,0
6918,ARGILLIT,0
6919,ARGILLIT,0
6920,ARGILLIT,0
6921,ARGILLIT,0
6922,ARGILLIT,0
6923,ARGILLIT,0
6924,ARGILLIT,0
6925,ARGILLIT,0
6926,ARGILLIT,0
6927,ARGILLIT,0
6928,ARGILLIT,0
6929,ARGILLIT,0
6930,ARGILLIT,0
6931,ARGILLIT,0
6932,ARGILLIT,0
6933,ARGILLIT,0
6934,ALEVROLIT,0
6935,ALEVROLIT,0
6936,ALEVROLIT,0
6937,ALEVROLIT,0
6938,ALEVROLIT,0
6939,ALEVROLIT,0
6940,DENSE,0
6941,ALEVROLIT,0
6942,ARGILLIT,0
6943,ARGILLIT,0
6944,ARGILLIT,0
6945,ARGILLIT,0
6946,ARGILLIT,0
6947,ARGILLIT,0
6948,ARGILLIT,0
6949,ARGILLIT,0
6950,ARGILLIT,0
6951,ARGILLIT,0
6952,ARGILLIT,0
6953,ARGILLIT,0
6954,ARGILLIT,0
6955,ARGILLIT,0
6956,ARGILLIT,0
6957,ARGILLIT,0
6958,ARGILLIT,0
6959,ARGILLIT,0
6960,ARGILLIT,0
6961,ARGILLIT,0
6962,ARGILLIT,0
6963,ARGILLIT,0
6964,ARGILLIT,0
6965,ARGILLIT,0
6966,ARGILLIT,0
6967,ARGILLIT,0
6968,ARGILLIT,0
6969,ARGILLIT,0
6970,ARGILLIT,0
6971,ARGILLIT,0
6972,ARGILLIT,0
6973,ARGILLIT,0
6974,ARGILLIT,0
6975,ARGILLIT,0
6976,ARGILLIT,0
6977,ARGILLIT,0
6978,ARGILLIT,0
6979,ARGILLIT,0
6980,ARGILLIT,0
6981,ARGILLIT,0
6982,ARGILLIT,0
6983,ARGILLIT,0
6984,ARGILLIT,0
6985,ARGILLIT,0
6986,ARGILLIT,0
6987,ARGILLIT,0
6988,ARGILLIT,0
6989,ARGILLIT,0
6990,ARGILLIT,0
6991,ARGILLIT,0
6992,ARGILLIT,0
6993,ARGILLIT,0
6994,ARGILLIT,0
6995,ARGILLIT,0
6996,ARGILLIT,0
6997,ARGILLIT,0
6998,ARGILLIT,0
6999,ARGILLIT,0
7000,ARGILLIT,0
7001,ARGILLIT,0
7002,ARGILLIT,0
7003,ARGILLIT,0
7004,ARGILLIT,0
7005,ARGILLIT,0
7006,ARGILLIT,0
7007,ARGILLIT,0
7008,ARGILLIT,0
7009,ARGILLIT,0
7010,ARGILLIT,0
7011,ARGILLIT,0
7012,ARGILLIT,0
7013,ARGILLIT,0
7014,ARGILLIT,0
7015,ARGILLIT,0
7016,ARGILLIT,0
7017,ARGILLIT,0
7018,ARGILLIT,0
7019,ARGILLIT,0
7020,ARGILLIT,0
7021,ARGILLIT,0
7022,ARGILLIT,0
7023,ARGILLIT,0
7024,ARGILLIT,0
7025,ARGILLIT,0
7026,ARGILLIT,0
7027,ARGILLIT,0
7028,ARGILLIT,0
7029,ARGILLIT,0
7030,ARGILLIT,0
7031,ARGILLIT,0
7032,ARGILLIT,0
7033,ARGILLIT,0
7034,ARGILLIT,0
7035,ARGILLIT,0
7036,ARGILLIT,0
7037,ARGILLIT,0
7038,ARGILLIT,0
7039,ARGILLIT,0
7040,ARGILLIT,0
7041,ARGILLIT,0
7042,ARGILLIT,0
7043,ARGILLIT,0
7044,ARGILLIT,0
7045,ARGILLIT,0
7046,ARGILLIT,0
7047,ARGILLIT,0
7048,ARGILLIT,0
7049,ARGILLIT,0
7050,ARGILLIT,0
7051,ARGILLIT,0
7052,ARGILLIT,0
7053,ARGILLIT,0
7054,ARGILLIT,0
7055,ARGILLIT,0
7056,ARGILLIT,0
7057,ARGILLIT,0
7058,ARGILLIT,0
7059,ARGILLIT,0
7060,ARGILLIT,0
7061,ARGILLIT,0
7062,ARGILLIT,0
7063,ARGILLIT,0
7064,ARGILLIT,0
7065,ARGILLIT,0
7066,ARGILLIT,0
7067,ARGILLIT,0
7068,ARGILLIT,0
7069,ARGILLIT,0
7070,ARGILLIT,0
7071,ARGILLIT,0
7072,ARGILLIT,0
7073,ARGILLIT,0
7074,ARGILLIT,0
7075,ARGILLIT,0
7076,ARGILLIT,0
7077,ARGILLIT,0
7078,ARGILLIT,0
7079,ARGILLIT,0
7080,ARGILLIT,0
7081,ARGILLIT,0
7082,ARGILLIT,0
7083,ARGILLIT,0
7084,ARGILLIT,0
7085,ARGILLIT,0
7086,ARGILLIT,0
7087,ARGILLIT,0
7088,ARGILLIT,0
7089,ARGILLIT,0
7090,ARGILLIT,0
7091,ARGILLIT,0
7092,ARGILLIT,0
7093,ARGILLIT,0
7094,ARGILLIT,0
7095,ARGILLIT,0
7096,ARGILLIT,0
7097,ARGILLIT,0
7098,ARGILLIT,0
7099,ARGILLIT,0
7100,ARGILLIT,0
7101,ARGILLIT,0
7102,ARGILLIT,0
7103,ARGILLIT,0
7104,ARGILLIT,0
7105,ARGILLIT,0
7106,ARGILLIT,0
7107,ARGILLIT,0
7108,ARGILLIT,0
7109,ARGILLIT,0
7110,ARGILLIT,0
7111,ARGILLIT,0
7112,ARGILLIT,0
7113,ARGILLIT,0
7114,ARGILLIT,0
7115,ARGILLIT,0
7116,ARGILLIT,0
7117,ARGILLIT,0
7118,ARGILLIT,0
7119,ARGILLIT,0
7120,ARGILLIT,0
7121,ARGILLIT,0
7122,ARGILLIT,0
7123,ARGILLIT,0
7124,ARGILLIT,0
7125,ARGILLIT,0
7126,ARGILLIT,0
7127,ARGILLIT,0
7128,ARGILLIT,0
7129,ARGILLIT,0
7130,ARGILLIT,0
7131,ARGILLIT,0
7132,ARGILLIT,0
7133,ARGILLIT,0
7134,ARGILLIT,0
7135,ARGILLIT,0
7136,ARGILLIT,0
7137,ARGILLIT,0
7138,ARGILLIT,0
7139,ARGILLIT,0
7140,ARGILLIT,0
7141,ARGILLIT,0
7142,ARGILLIT,0
7143,ARGILLIT,0
7144,ALEVROLIT,0
7145,ALEVROLIT,0
7146,ALEVROLIT,0
7147,ALEVROLIT,0
7148,ALEVROLIT,0
7149,ARGILLIT,0
7150,ARGILLIT,0
7151,ARGILLIT,0
7152,ARGILLIT,0
7153,ARGILLIT,0
7154,ARGILLIT,0
7155,ARGILLIT,0
7156,ARGILLIT,0
7157,ARGILLIT,0
7158,ARGILLIT,0
7159,ARGILLIT,0
7160,ARGILLIT,0
7161,ARGILLIT,0
7162,ARGILLIT,0
7163,ARGILLIT,0
7164,ARGILLIT,0
7165,ARGILLIT,0
7166,ARGILLIT,0
7167,ARGILLIT,0
7168,ARGILLIT,0
7169,ARGILLIT,0
7170,ARGILLIT,0
7171,ARGILLIT,0
7172,ARGILLIT,0
7173,ARGILLIT,0
7174,ARGILLIT,0
7175,ARGILLIT,0
7176,ARGILLIT,0
7177,ARGILLIT,0
7178,ARGILLIT,0
7179,ARGILLIT,0
7180,ARGILLIT,0
7181,ARGILLIT,0
7182,ARGILLIT,0
7183,ARGILLIT,0
7184,ARGILLIT,0
7185,ARGILLIT,0
7186,ARGILLIT,0
7187,ARGILLIT,0
7188,ARGILLIT,0
7189,ARGILLIT,0
7190,ARGILLIT,0
7191,ARGILLIT,0
7192,ARGILLIT,0
7193,ARGILLIT,0
7194,ARGILLIT,0
7195,ARGILLIT,0
7196,ARGILLIT,0
7197,ARGILLIT,0
7198,ARGILLIT,0
7199,ARGILLIT,0
7200,ARGILLIT,0
7201,ARGILLIT,0
7202,ARGILLIT,0
7203,ARGILLIT,0
7204,ARGILLIT,0
7205,ARGILLIT,0
7206,ARGILLIT,0
7207,ARGILLIT,0
7208,ARGILLIT,0
7209,ARGILLIT,0
7210,ARGILLIT,0
7211,ARGILLIT,0
7212,ARGILLIT,0
7213,ARGILLIT,0
7214,ARGILLIT,0
7215,ARGILLIT,0
7216,ARGILLIT,0
7217,ARGILLIT,0
7218,ARGILLIT,0
7219,ARGILLIT,0
7220,ARGILLIT,0
7221,ARGILLIT,0
7222,ARGILLIT,0
7223,ARGILLIT,0
7224,ARGILLIT,0
7225,ARGILLIT,0
7226,ARGILLIT,0
7227,ARGILLIT,0
7228,ARGILLIT,0
7229,ARGILLIT,0
7230,ARGILLIT,0
7231,ARGILLIT,0
7232,ARGILLIT,0
7233,ARGILLIT,0
7234,ARGILLIT,0
7235,ARGILLIT,0
7236,ARGILLIT,0
7237,ARGILLIT,0
7238,ARGILLIT,0
7239,ARGILLIT,0
7240,ARGILLIT,0
7241,ARGILLIT,0
7242,ARGILLIT,0
7243,ARGILLIT,0
7244,ARGILLIT,0
7245,ARGILLIT,0
7246,ARGILLIT,0
7247,ARGILLIT,0
7248,ARGILLIT,0
7249,ARGILLIT,0
7250,ARGILLIT,0
7251,ARGILLIT,0
7252,ARGILLIT,0
7253,ARGILLIT,0
7254,ARGILLIT,0
7255,ARGILLIT,0
7256,ARGILLIT,0
7257,ARGILLIT,0
7258,ARGILLIT,0
7259,ARGILLIT,0
7260,ALEVROLIT,0
7261,ARGILLIT,0
7262,ARGILLIT,0
7263,ARGILLIT,0
7264,ARGILLIT,0
7265,ARGILLIT,0
7266,ARGILLIT,0
7267,ARGILLIT,0
7268,ARGILLIT,0
7269,ARGILLIT,0
7270,ARGILLIT,0
7271,ARGILLIT,0
7272,ARGILLIT,0
7273,ARGILLIT,0
7274,ARGILLIT,0
7275,ARGILLIT,0
7276,ARGILLIT,0
7277,ARGILLIT,0
7278,ARGILLIT,0
7279,ARGILLIT,0
7280,ARGILLIT,0
7281,ARGILLIT,0
7282,ARGILLIT,0
7283,ARGILLIT,0
7284,ARGILLIT,0
7285,ARGILLIT,0
7286,ARGILLIT,0
7287,ARGILLIT,0
7288,ARGILLIT,0
7289,ARGILLIT,0
7290,ARGILLIT,0
7291,ARGILLIT,0
7292,ARGILLIT,0
7293,ARGILLIT,0
7294,ARGILLIT,0
7295,ARGILLIT,0
7296,ARGILLIT,0
7297,ARGILLIT,0
7298,ARGILLIT,0
7299,ARGILLIT,0
7300,ARGILLIT,0
7301,ARGILLIT,0
7302,ARGILLIT,0
7303,ARGILLIT,0
7304,ARGILLIT,0
7305,ARGILLIT,0
7306,ARGILLIT,0
7307,ARGILLIT,0
7308,ARGILLIT,0
7309,ARGILLIT,0
7310,ARGILLIT,0
7311,ARGILLIT,0
7312,ARGILLIT,0
7313,ARGILLIT,0
7314,ARGILLIT,0
7315,ARGILLIT,0
7316,ARGILLIT,0
7317,ARGILLIT,0
7318,ARGILLIT,0
7319,ARGILLIT,0
7320,ARGILLIT,0
7321,ARGILLIT,0
7322,ARGILLIT,0
7323,ARGILLIT,0
7324,ARGILLIT,0
7325,ARGILLIT,0
7326,ARGILLIT,0
7327,ARGILLIT,0
7328,ARGILLIT,0
7329,ARGILLIT,0
7330,ARGILLIT,0
7331,ARGILLIT,0
7332,ARGILLIT,0
7333,ARGILLIT,0
7334,ARGILLIT,0
7335,ARGILLIT,0
7336,ARGILLIT,0
7337,ARGILLIT,0
7338,ARGILLIT,0
7339,ARGILLIT,0
7340,ARGILLIT,0
7341,ARGILLIT,0
7342,ARGILLIT,0
7343,ARGILLIT,0
7344,ARGILLIT,0
7345,ARGILLIT,0
7346,ARGILLIT,0
7347,ARGILLIT,0
7348,ARGILLIT,0
7349,ARGILLIT,0
7350,ARGILLIT,0
7351,ARGILLIT,0
7352,ARGILLIT,0
7353,ARGILLIT,0
7354,ARGILLIT,0
7355,ARGILLIT,0
7356,ARGILLIT,0
7357,ARGILLIT,0
7358,ARGILLIT,0
7359,ARGILLIT,0
7360,ARGILLIT,0
7361,ARGILLIT,0
7362,ARGILLIT,0
7363,ARGILLIT,0
7364,ARGILLIT,0
7365,ARGILLIT,0
7366,ARGILLIT,0
7367,ARGILLIT,0
7368,ARGILLIT,0
7369,ARGILLIT,0
7370,ARGILLIT,0
7371,ARGILLIT,0
7372,ARGILLIT,0
7373,ARGILLIT,0
7374,ARGILLIT,0
7375,ARGILLIT,0
7376,ARGILLIT,0
7377,ARGILLIT,0
7378,ARGILLIT,0
7379,ARGILLIT,0
7380,ARGILLIT,0
7381,ARGILLIT,0
7382,ARGILLIT,0
7383,ARGILLIT,0
7384,ARGILLIT,0
7385,ARGILLIT,0
7386,ARGILLIT,0
7387,ARGILLIT,0
7388,ARGILLIT,0
7389,ARGILLIT,0
7390,ARGILLIT,0
7391,ARGILLIT,0
7392,ARGILLIT,0
7393,ARGILLIT,0
7394,ARGILLIT,0
7395,ARGILLIT,0
7396,ARGILLIT,0
7397,ARGILLIT,0
7398,ARGILLIT,0
7399,ARGILLIT,0
7400,ARGILLIT,0
7401,ARGILLIT,0
7402,ARGILLIT,0
7403,ARGILLIT,0
7404,ARGILLIT,0
7405,ARGILLIT,0
7406,ARGILLIT,0
7407,ARGILLIT,0
7408,ARGILLIT,0
7409,ARGILLIT,0
7410,ARGILLIT,0
7411,ARGILLIT,0
7412,ARGILLIT,0
7413,ARGILLIT,0
7414,ARGILLIT,0
7415,ARGILLIT,0
7416,ARGILLIT,0
7417,ARGILLIT,0
7418,ARGILLIT,0
7419,ARGILLIT,0
7420,ARGILLIT,0
7421,ARGILLIT,0
7422,ARGILLIT,0
7423,ARGILLIT,0
7424,ARGILLIT,0
7425,ARGILLIT,0
7426,ARGILLIT,0
7427,ARGILLIT,0
7428,ARGILLIT,0
7429,ARGILLIT,0
7430,ARGILLIT,0
7431,ARGILLIT,0
7432,ARGILLIT,0
7433,ARGILLIT,0
7434,ARGILLIT,0
7435,ARGILLIT,0
7436,ARGILLIT,0
7437,ARGILLIT,0
7438,ARGILLIT,0
7439,ARGILLIT,0
7440,ARGILLIT,0
7441,ARGILLIT,0
7442,ARGILLIT,0
7443,ARGILLIT,0
7444,ARGILLIT,0
7445,ARGILLIT,0
7446,ARGILLIT,0
7447,ARGILLIT,0
7448,ARGILLIT,0
7449,ARGILLIT,0
7450,ARGILLIT,0
7451,ARGILLIT,0
7452,ARGILLIT,0
7453,ARGILLIT,0
7454,ARGILLIT,0
7455,ARGILLIT,0
7456,ARGILLIT,0
7457,ARGILLIT,0
7458,ARGILLIT,0
7459,ARGILLIT,0
7460,ARGILLIT,0
7461,ARGILLIT,0
7462,ARGILLIT,0
7463,ARGILLIT,0
7464,ARGILLIT,0
7465,ARGILLIT,0
7466,ARGILLIT,0
7467,ARGILLIT,0
7468,ARGILLIT,0
7469,ARGILLIT,0
7470,ARGILLIT,0
7471,ARGILLIT,0
7472,ARGILLIT,0
7473,ARGILLIT,0
7474,ARGILLIT,0
7475,ARGILLIT,0
7476,ARGILLIT,0
7477,ARGILLIT,0
7478,ARGILLIT,0
7479,ARGILLIT,0
7480,ARGILLIT,0
7481,ARGILLIT,0
7482,ARGILLIT,0
7483,ARGILLIT,0
7484,ARGILLIT,0
7485,ARGILLIT,0
7486,ARGILLIT,0
7487,ARGILLIT,0
7488,ARGILLIT,0
7489,ARGILLIT,0
7490,ARGILLIT,0
7491,ARGILLIT,0
7492,ARGILLIT,0
7493,ARGILLIT,0
7494,ARGILLIT,0
7495,ARGILLIT,0
7496,ARGILLIT,0
7497,ARGILLIT,0
7498,ARGILLIT,0
7499,ARGILLIT,0
7500,ARGILLIT,0
7501,ARGILLIT,0
7502,ARGILLIT,0
7503,ARGILLIT,0
7504,ARGILLIT,0
7505,ARGILLIT,0
7506,ARGILLIT,0
7507,ARGILLIT,0
7508,ARGILLIT,0
7509,ARGILLIT,0
7510,ARGILLIT,0
7511,ARGILLIT,0
7512,ARGILLIT,0
7513,ARGILLIT,0
7514,ARGILLIT,0
7515,ARGILLIT,0
7516,ARGILLIT,0
7517,ARGILLIT,0
7518,ARGILLIT,0
7519,ARGILLIT,0
7520,ARGILLIT,0
7521,ARGILLIT,0
7522,ARGILLIT,0
7523,ARGILLIT,0
7524,ARGILLIT,0
7525,ARGILLIT,0
7526,ARGILLIT,0
7527,ARGILLIT,0
7528,ARGILLIT,0
7529,ARGILLIT,0
7530,ARGILLIT,0
7531,ARGILLIT,0
7532,ARGILLIT,0
7533,ARGILLIT,0
7534,ARGILLIT,0
7535,ARGILLIT,0
7536,ARGILLIT,0
7537,ARGILLIT,0
7538,ARGILLIT,0
7539,ARGILLIT,0
7540,ARGILLIT,0
7541,ARGILLIT,0
7542,ARGILLIT,0
7543,ARGILLIT,0
7544,ARGILLIT,0
7545,ARGILLIT,0
7546,ARGILLIT,0
7547,ARGILLIT,0
7548,ARGILLIT,0
7549,ARGILLIT,0
7550,ARGILLIT,0
7551,ARGILLIT,0
7552,ARGILLIT,0
7553,ARGILLIT,0
7554,ARGILLIT,0
7555,ARGILLIT,0
7556,ARGILLIT,0
7557,ARGILLIT,0
7558,ARGILLIT,0
7559,ARGILLIT,0
7560,ARGILLIT,0
